round,institute,program,quota,category,opening_rank,closing_rank
Round 1,Cooch Behar Government Engineering College,Computer Science & Engineering,Home State,OBC - A (PwD),105758,105758
Round 1,Govt. College of Engg. & Textile Technology,Computer Science & Engineering,Home State,Open (PwD),74689,74689
Round 1,Asansol Engineering College,Computer Science & Engineering,Home State,EWS,44379,95640
Round 1,B.P. Poddar Institute of Management & Technology,Computer Science & Engineering,All India,Open,49706,162291
Round 1,Budge Budge Institute of Technology,Computer Science & Engineering,All India,Open,3472,110716
Round 1,Dr. B. C. Roy Engineering College,Computer Science & Engineering,Home State,EWS,52281,101736
Round 1,Dr.Sudhir Chandra Sur Institute of Technology and Sports Complex,Computer Science & Engineering,All India,Open,7209,645273
Round 1,Jalpaiguri Goverment Engineering College,Computer Science & Engineering,Home State,OBC - B (PwD),33910,33910
Round 1,Ramkrishna Mahato Government Engineering College,Computer Science & Engineering,Home State,Open (PwD),74249,75234
Round 1,Jalpaiguri Goverment Engineering College,Computer Science & Engineering,Home State,SC,2202,6235
Round 1,Kalyani Goverment Engineering College,Computer Science & Engineering,Home State,OBC - A,1675,4440
Round 1,Mckv Institute of Engineering,Computer Science & Engineering,All India,Open,50548,69419
Round 1,Regent Education and Research Foundation,Computer Science & Engineering,All India,Open,17214,99087
Round 1,Techno Main Salt Lake,Computer Science & Engineering,Home State,EWS,7279,15428
Round 1,Govt. College of Engg. & Textile Technology,Computer Science & Engineering,Home State,EWS,6652,8583
Round 1,Govt. College of Engineering & Ceramic Technology,Computer Science & Engineering,Home State,OBC - B,3794,3938
Round 1,Asansol Engineering College,Computer Science & Engineering,Home State,ST,91462,95392
Round 1,Bengal Institute of Technology,Computer Science & Engineering,All India,Open,69989,375961
Round 1,Camellia Institute of Technology,Computer Science & Engineering,All India,Open,63836,104340
Round 1,Goverment College of Engineering and Leather Technology,Computer Science & Engineering,Home State,OBC - B,4109,4948
Round 1,Durgapur Institute of Advanced Technology & Management,Computer Science & Engineering,Home State,OBC - A,100645,100645
Round 1,Govt. College of Engg. & Textile Technology,Computer Science & Engineering,Home State,ST,38924,54061
Round 1,Kalyani Goverment Engineering College,Computer Science & Engineering,Home State,Open,721,1432
Round 1,Ramkrishna Mahato Government Engineering College,Computer Science & Engineering,Home State,Open,2773,6261
Round 1,Academy of Technology,Computer Science & Engineering,Home State,EWS,17440,59132
Round 1,Asansol Engineering College,Computer Science & Engineering,Home State,SC,43853,47305
Round 1,Bengal College of Engineering & Technology,Computer Science & Engineering,All India,Open,99256,278121
Round 1,Cooch Behar Government Engineering College,Computer Science & Engineering,Home State,OBC - A,9387,12954
Round 1,Budge Budge Institute of Technology,Computer Science & Engineering,All India,Open,235086,605951
Round 1,Calcutta Institute of Technology,Computer Science & Engineering,All India,Open,90452,163576
Round 1,Dream Institute of Technology,Computer Science & Engineering,All India,Open,48221,103052
Round 1,Future Institute of Engineering & Management,Computer Science & Engineering,Home State,SC,47038,59100
Round 1,Future Institute of Technology,Computer Science & Engineering,All India,Open,84953,370876
Round 1,Future Institute of Technology,Computer Science & Engineering,Home State,SC,82329,102990
Round 1,Abacus Institute of Engineering & Management,Computer Science & Engineering,Home State,OBC - B,46582,46582
Round 1,Academy of Technology,Computer Science & Engineering,All India,Open,3038,16414
Round 1,Greater Kolkata College of Engineering & Management,Computer Science & Engineering,All India,Open,381731,941199
Round 1,Hemnalini Memorial College of Engineering,Computer Science & Engineering,All India,Open,15586,105810
Round 1,Cooch Behar Government Engineering College,Computer Science & Engineering,Home State,ST,43445,48982
Round 1,Dumkal Institute of Engineering & Technology,Computer Science & Engineering,All India,Open,14099,91183
Round 1,Camellia School of Engineering & Technology,Computer Science & Engineering,All India,Open,38450,79980
Round 1,Govt. College of Engg. & Textile Technology,Computer Science & Engineering,Home State,SC,12932,16357
Round 1,Govt. College of Engineering & Ceramic Technology,Computer Science & Engineering,Home State,Open,786,3011
Round 1,Jalpaiguri Goverment Engineering College,Computer Science & Engineering,Home State,ST,7504,20952
Round 1,Ramkrishna Mahato Government Engineering College,Computer Science & Engineering,Home State,ST,42129,46882
Round 1,Abacus Institute of Engineering & Management,Computer Science & Engineering,Home State,OBC - A,44657,44657
Round 1,Cooch Behar Government Engineering College,Computer Science & Engineering,Home State,Open,2268,6398
Round 1,Durgapur Institute of Advanced Technology & Management,Computer Science & Engineering,All India,Open,107301,435738
Round 1,Ideal Institute of Engineering,Computer Science & Engineering,All India,Open,7935,106180
Round 1,Bankura Unnayani Institute of Engineering,Computer Science & Engineering,Home State,EWS,71837,110152
Round 1,Goverment College of Engineering and Leather Technology,Computer Science & Engineering,Home State,OBC - A (PwD),76047,76047
Round 1,Kalyani Goverment Engineering College,Computer Science & Engineering,Home State,ST,17368,20287
Round 1,Abacus Institute of Engineering & Management,Computer Science & Engineering,Home State,EWS,51781,92468
Round 1,Asansol Engineering College,Computer Science & Engineering,All India,Open,2874,219529
Round 1,Ramkrishna Mahato Government Engineering College,Computer Science & Engineering,Home State,OBC - A,7002,12105
Round 1,Kalyani Goverment Engineering College,Computer Science & Engineering,Home State,SC (PwD),40540,40540
Round 1,Kalyani Goverment Engineering College,Computer Science & Engineering,Home State,EWS,1523,2339
Round 1,Kalyani Goverment Engineering College,Computer Science & Engineering,Home State,Open (PwD),25618,25618
Round 1,Govt. College of Engineering & Textile Technology,Computer Science & Engineering,Home State,EWS,6199,7466
Round 1,Govt. College of Engineering & Textile Technology,Computer Science & Engineering,Home State,Open (PwD),40969,41121
Round 1,Jalpaiguri Goverment Engineering College,Computer Science & Engineering,Home State,OBC - A,2627,4439
Round 1,College of Engineering and Management,Computer Science & Engineering,All India,Open,16977,111129
Round 1,Cooch Behar Government Engineering College,Computer Science & Engineering,Home State,OBC - B,6550,7496
Round 1,Goverment College of Engineering and Leather Technology,Computer Science & Engineering,Home State,ST,26508,36771
Round 1,B.P. Poddar Institute of Management & Technology,Computer Science & Engineering,All India,Open,7074,25086
Round 1,Calcutta Institute of Engineering & Management,Computer Science & Engineering,All India,Open,25251,96761
Round 1,Calcutta Institute of Engineering & Management,Computer Science & Engineering,Home State,EWS,25935,110543
Round 1,Cooch Behar Government Engineering College,Computer Science & Engineering,Home State,SC,7556,13593
Round 1,Goverment College of Engineering and Leather Technology,Computer Science & Engineering,Home State,Open,1251,3976
Round 1,Goverment College of Engineering and Leather Technology,Computer Science & Engineering,Home State,Open (PwD),31408,41408
Round 1,Goverment College of Engineering and Leather Technology,Computer Science & Engineering,Home State,SC,8541,12184
Round 1,Govt. College of Engg. & Textile Technology,Computer Science & Engineering,Home State,OBC - A,9233,12997
Round 1,UNIVERSITY OF KALYANI,Electronics And Instrumentation Engineering,Home State,Tuition Fee Waiver,7355,7355
Round 1,Techno Main Salt Lake,Electronics And Instrumentation Engineering,Home State,Tuition Fee Waiver,13250,13250
Round 1,Govt. College of Engineering & Ceramic Technology,CERAMIC ENGINEERING AND TECHNOLOGY,Home State,ST,61868,68653
Round 1,Govt. College of Engineering & Ceramic Technology,CERAMIC ENGINEERING AND TECHNOLOGY,Home State,OBC - B,10570,11928
Round 1,Govt. College of Engineering & Ceramic Technology,CERAMIC ENGINEERING AND TECHNOLOGY,Home State,Open,596,8777
Round 1,Govt. College of Engineering & Ceramic Technology,CERAMIC ENGINEERING AND TECHNOLOGY,Home State,Open (PwD),80051,80051
Round 1,Govt. College of Engineering & Ceramic Technology,CERAMIC ENGINEERING AND TECHNOLOGY,Home State,EWS,12645,18010
Round 1,Govt. College of Engineering & Ceramic Technology,CERAMIC ENGINEERING AND TECHNOLOGY,Home State,OBC - A,11827,14701
Round 1,Govt. College of Engineering & Ceramic Technology,CERAMIC ENGINEERING AND TECHNOLOGY,Home State,SC,15500,21738
Round 1,Budge Budge Institute of Technology,Computer Science & Engineering (Cyber Security),All India,Open,299600,1328502
Round 1,Dr. B. C. Roy Engineering College,Computer Science & Engineering (Cyber Security),All India,Open,19684,87790
Round 1,Guru Nanak Institute of Technology,Computer Science & Engineering (Cyber Security),Home State,SC,50549,59240
Round 1,Dr.Sudhir Chandra Sur Institute of Technology and Sports Complex,Computer Science & Engineering (Cyber Security),All India,Open,508767,1080188
Round 1,Dr.Sudhir Chandra Sur Institute of Technology and Sports Complex,Computer Science & Engineering (Cyber Security),All India,Open,46014,95092
Round 1,Budge Budge Institute of Technology,Computer Science & Engineering (Cyber Security),All India,Open,30671,103257
Round 1,Guru Nanak Institute of Technology,Computer Science & Engineering (Cyber Security),All India,Open,253668,452944
Round 1,Haldia Institute of Technology,Computer Science & Engineering (Cyber Security),Home State,EWS,47209,77025
Round 1,Haldia Institute of Technology,Computer Science & Engineering (Cyber Security),All India,Open,7204,13705
Round 1,Techno Main Salt Lake,Computer Science & Engineering (Cyber Security),All India,Open,6239,11733
Round 1,UNIVERSITY OF ENGINEERING AND MANAGEMENT KOLKATA,Computer Science & Engineering (Cyber Security),Home State,EWS,24116,29337
Round 1,Techno International Batanagar,Computer Science & Engineering (Cyber Security),All India,Open,70380,89949
Round 1,Techno International New Town,Computer Science & Engineering (Cyber Security),All India,Open,21906,91480
Round 1,Netaji Subhas Engineering College,Computer Science & Engineering (Cyber Security),All India,Open,15565,25039
Round 1,Meghnad Saha Institute of Technology,Computer Science & Engineering (Cyber Security),All India,Open,258829,302782
Round 1,Dr. B. C. Roy Engineering College,Computer Science & Engineering (Cyber Security),All India,Open,206594,370291
Round 1,Haldia Institute of Technology,Computer Science & Engineering (Cyber Security),All India,Open,21761,23336
Round 1,Techno Main Salt Lake,Computer Science & Engineering (Cyber Security),All India,Open,8066,11599
Round 1,Sister Nivedita University,Computer Science & Engineering (Cyber Security),All India,Open,28194,107251
Round 1,Techno Main Salt Lake,Computer Science & Engineering (Cyber Security),Home State,EWS,30601,43841
Round 1,Netaji Subhas Engineering College,Computer Science & Engineering (Cyber Security),All India,Open,118636,152881
Round 1,Techno International Batanagar,Computer Science & Engineering (Cyber Security),All India,Open,402151,929756
Round 1,Techno International New Town,Computer Science & Engineering (Cyber Security),All India,Open,208169,339738
Round 1,Netaji Subhas Engineering College,Computer Science & Engineering (Cyber Security),Home State,EWS,77077,77077
Round 1,Sister Nivedita University,Computer Science & Engineering (Cyber Security),All India,Open,110684,885268
Round 1,Guru Nanak Institute of Technology,Computer Science & Engineering (Cyber Security),All India,Open,20949,50038
Round 1,Meghnad Saha Institute of Technology,Computer Science & Engineering (Cyber Security),All India,Open,13886,56232
Round 1,UNIVERSITY OF ENGINEERING AND MANAGEMENT KOLKATA,Computer Science & Engineering (Cyber Security),All India,Open,2393,13398
Round 1,Jadavpur University,Construction Engineering,Home State,Tuition Fee Waiver,2118,2261
Round 1,Jis College of Engineering,Computer Science & Technology - TFW,Home State,Tuition Fee Waiver,11561,22182
Round 1,Narula Institute of Technology,Computer Science & Technology - TFW,Home State,Tuition Fee Waiver,11504,13963
Round 1,UNIVERSITY OF ENGINEERING AND MANAGEMENT KOLKATA,Computer Science & Technology - TFW,Home State,Tuition Fee Waiver,2686,3751
Round 1,Asansol Engineering College,Computer Science & Technology - TFW,Home State,Tuition Fee Waiver,12802,23672
Round 1,Guru Nanak Institute of Technology,ELECTRONICS & COMPUTER SCIENCE,All India,Open,51915,108813
Round 1,Asansol Engineering College,ELECTRONICS & COMPUTER SCIENCE,All India,Open,14257,109210
Round 1,Siliguri Institute of Technology,ELECTRONICS & COMPUTER SCIENCE,All India,Open,68310,68310
